立法院代碼,法務部代碼,法律名稱,舊名稱,法務部分類
94605004,R0030058,學歷經歷證明審查規則,,考試＞考選部＞一般性考試目
04605069,R0030059,特種考試政風人員考試錄取人員訓練辦法,,廢止法規＞公務人員保障暨培訓委員會
04639001,R0030061,後備軍人轉任公職考試比敘條例施行細則,,考試＞考選部＞公務人員考試目
04605068,R0030062,特種考試臺北市政府所屬捷運人員考試規則,,廢止法規＞考選部
04605071,R0030063,國家考試試題疑義處理辦法,公務人員考試試題疑義處理辦法,考試＞考選部＞一般性考試目
04605061,R0030064,特種考試地方政府公務人員考試規則,"特種考試臺灣福建省基層公務人員考試規則;特種考試臺灣省及福建省基層公務人員考試規則;特種考試臺灣省福建省基層公務人員考試規則,特種考試臺灣省及福建省基層公務人員考試規則",考試＞考選部＞公務人員考試目
,R0030065,八十六年特種考試關務、稅務、金融人員考試規則,,廢止法規＞考選部
04605087,R0030070,公務人員特種考試殘障人員考試錄取人員訓練辦法,,廢止法規＞公務人員保障暨培訓委員會
04605070,R0030071,特種考試交通事業人員考試錄取人員訓練辦法,,廢止法規＞公務人員保障暨培訓委員會
04605067,R0030072,公務人員特種考試身心障礙人員考試規則,公務人員特種考試殘障人員考試規則,考試＞考選部＞公務人員考試目
94605003,R0030073,特種考試臺北市政府基層公務人員考試規則,,廢止法規＞考選部
04605021,R0030074,特種考試退除役軍人轉任公務人員考試規則,,考試＞考選部＞公務人員考試目
09463006,R0030077,特種考試臺灣省山地行政及經濟建設人員考試規則,,廢止法規＞考選部
04605065,R0030078,公務人員特種考試原住民族考試規則,"特種考試原住民行政暨技術人員考試規則;公務人員特種考試原住民考試規則;特種考試原住民行政暨技術人員考試規則,公務人員特種考試原住民考試規則",考試＞考選部＞公務人員考試目
04605066,R0030079,特種考試原住民行政暨技術人員考試錄取人員訓練辦法,,廢止法規＞考選部
04605011,R0030080,特種考試中央銀行行員考試規則,,廢止法規＞考選部
04605080,R0030081,特種考試監察院監察調查人員考試規則,,廢止法規＞考選部
04605074,R0030082,公務人員特種考試取才困難高科技或稀少性技術人員考試辦法,特種考試取才困難高科技或稀少性技術人員考試辦法,考試＞考選部＞公務人員考試目
04605073,R0030083,特種考試高科技或稀少性技術人員考試規則,,廢止法規＞考選部
04605013,R0030084,公務人員特種考試司法人員考試規則,特種考試司法人員考試規則,考試＞考選部＞公務人員考試目
04605076,R0030085,特種考試司法人員考試錄取人員訓練辦法,,廢止法規＞公務人員保障暨培訓委員會
01105005,R0030086,公務人員特種考試行政院勞工委員會職業訓練局職業訓練中心現職人員任用資格考試辦法,,廢止法規＞考選部
01737001,R0030087,公務人員特種考試國立臺灣藝術教育館現職人員任用資格考試辦法,,廢止法規＞考選部
,R0030088,特種考試臺灣福建省基層公務人員考試錄取人員訓練辦法,,廢止法規＞考選部
04605064,R0030089,八十五年特種考試公務人員丁等考試錄取人員訓練辦法,,廢止法規＞考選部
04605088,R0030093,公務人員特種考試經濟部專利商標審查人員考試規則,,廢止法規＞考選部
04605092,R0030094,公務人員特種考試民航人員考試規則,,考試＞考選部＞公務人員考試目
04605094,R0030095,公務人員特種考試民航人員考試飛航管制人員體格複檢標準,,廢止法規＞考選部
04605099,R0030096,公務人員特種考試海岸巡防人員考試規則,,考試＞考選部＞公務人員考試目
94605005,R0030100,公務人員特種考試稅務人員考試規則,,廢止法規＞考選部
09464008,R0030101,交通部所屬事業機構現職差工晉升士級人員考試辦法,,廢止法規＞考選部
04317001,R0030102,國家安全會議暨國家安全局現職文職人員任用資格考試辦法,,廢止法規＞考選部
04306006,R0030103,中央研究院現任行政人員任用資格考試辦法,,廢止法規＞考選部
01599008,R0030104,財政部關稅總局暨所屬機關現職人員任用資格考試辦法,,廢止法規＞考選部
02007009,R0030105,交通部電信總局暨所屬機構現職業務服務員暨建（技）教員佐任用資格考試辦法,,廢止法規＞考選部
04639009,R0030106,國軍上校以上軍官轉任公務人員考試規則,,考試＞考選部＞公務人員考試目
04612001,R0040002,專門職業及技術人員考試法施行細則,,考試＞考選部＞專門職業及技術人員考試目
04612004,R0040003,專門職業及技術人員考試體格檢查標準,,廢止法規＞考選部
04612002,R0040004,華僑應專門職業及技術人員考試辦法,,廢止法規＞考選部
04612015,R0040005,專門職業及技術人員考試口試及實地考試規則,,廢止法規＞考選部
04612014,R0040006,專門職業及技術人員考試總成績計算規則,,考試＞考選部＞專門職業及技術人員考試目
04612013,R0040007,外國政府專門職業及技術人員執業證書認可標準,,廢止法規＞考選部
,R0040009,外國政府航海人員執業證書認可辦法,,廢止法規＞考選部
04612006,R0040010,專門職業及技術人員高等考試引水人考試規則,"特種考試引水人考試規則;專門職業及技術人員特種考試引水人考試規則;特種考試引水人考試規則,專門職業及技術人員特種考試引水人考試規則",考試＞考選部＞專門職業及技術人員考試目
04612081,R0040011,專門職業及技術人員高等考試引水人考試錄取人員學習辦法,"特種考試引水人考試錄取人員學習辦法;專門職業及技術人員特種考試引水人考試錄取人員學習辦法;專門職業及技術人員特種考試引水人考試錄取人員學習辦法,特種考試引水人考試錄取人員學習辦法",考試＞考選部＞專門職業及技術人員考試目
04612008,R0040012,特種考試有線電話作業員考試規則,,廢止法規＞考選部
04612018,R0040013,專門職業及技術人員特種考試船舶電信人員考試規則,特種考試船舶電信人員考試規則,廢止法規＞考選部
,R0040014,特種考試漁船船員考試規則,,廢止法規＞考選部
04612011,R0040015,專門職業及技術人員特種考試中醫師考試規則,特種考試中醫考試規則;特種考試中醫師考試規則,廢止法規＞考選部
04612016,R0040016,專門職業及技術人員特種考試中醫師考試錄取人員訓練辦法,特種考試中醫師考試筆試及格人員訓練辦法,廢止法規＞考選部
04612012,R0040017,專門職業及技術人員檢覈筆試口試及實地考試辦法,,廢止法規＞考選部
04612019,R0040018,律師檢覈辦法,,廢止法規＞考選部
04612020,R0040019,會計師檢覈辦法,,廢止法規＞考選部
04612021,R0040020,建築師檢覈辦法,,廢止法規＞考選部
04612022,R0040021,技師檢覈辦法,,廢止法規＞考選部
04612023,R0040022,醫事人員檢覈辦法,,廢止法規＞考選部
04612024,R0040023,中醫師檢覈辦法,,廢止法規＞考選部
04612025,R0040024,獸醫人員檢覈辦法,,廢止法規＞考選部
04612073,R0040025,土地登記專業代理人檢覈辦法,,廢止法規＞考選部
04612003,R0040026,漁船船員檢覈辦法,,廢止法規＞考選部
04612026,R0040027,營養師檢覈辦法,,廢止法規＞考選部
04612017,R0040028,專門職業及技術人員醫師牙醫師檢覈筆試分階段考試規則,,廢止法規＞考選部
04612036,R0040029,專門職業及技術人員普通考試專責報關人員考試規則,專門職業及技術人員特種考試專責報關人員考試規則,考試＞考選部＞專門職業及技術人員考試目
04612035,R0040030,專門職業及技術人員普通考試保險代理人保險經紀人及保險公證人考試規則,"專門職業及技術人員特種考試保險從業人員考試規則;專門職業及技術人員普通考試保險從業人員考試規則;專門職業及技術人員特種考試保險從業人員考試規則,專門職業及技術人員普通考試保險從業人員考試規則",考試＞考選部＞專門職業及技術人員考試目
04619003,R0040031,技術人員高科技或稀少性工作類科標準,,廢止法規＞銓敘部
04605056,R0040032,特種考試交通事業捷運人員考試錄取人員訓練辦法,,廢止法規＞銓敘部
02540002,R0040033,專門職業及技術人員特種考試醫事檢驗生考試規則,,廢止法規＞考選部
02551002,R0040034,專門職業及技術人員特種考試物理治療人員考試規則,,廢止法規＞考選部
04612063,R0040035,專門職業及技術人員高等考試呼吸治療師考試規則,,考試＞考選部＞專門職業及技術人員考試目
04612064,R0040036,專門職業及技術人員特種考試呼吸治療師考試規則,,廢止法規＞考選部
04612005,R0040039,專門職業及技術人員高等考試驗船師考試規則,"特種考試驗船師考試規則;專門職業及技術人員特種考試驗船師考試規則;特種考試驗船師考試規則,專門職業及技術人員特種考試驗船師考試規則",考試＞考選部＞專門職業及技術人員考試目
04612047,R0040040,專門職業及技術人員高等考試獸醫師考試規則,專門職業及技術人員高等暨普通考試獸醫人員考試規則,考試＞考選部＞專門職業及技術人員考試目
04612049,R0040041,專門職業及技術人員高等考試中醫師考試規則,,廢止法規＞考選部
04612051,R0040042,專門職業及技術人員高等考試民間之公證人考試規則,,考試＞考選部＞專門職業及技術人員考試目
04612048,R0040043,專門職業及技術人員高等考試營養師考試規則,,考試＞考選部＞專門職業及技術人員考試目
04612050,R0040044,專門職業及技術人員高等考試醫事人員考試規則,專門職業及技術人員高等暨普通考試醫事人員考試規則,考試＞考選部＞專門職業及技術人員考試目
04612054,R0040045,專門職業及技術人員高等考試會計師考試規則,,考試＞考選部＞專門職業及技術人員考試目
04612009,R0040046,專門職業及技術人員特種考試漁船船員考試規則,,廢止法規＞考選部
04612057,R0040047,專門職業及技術人員高等考試律師考試規則,,考試＞考選部＞專門職業及技術人員考試目
04612058,R0040048,專門職業及技術人員高等考試建築師考試規則,,考試＞考選部＞專門職業及技術人員考試目
04612059,R0040049,專門職業及技術人員高等考試技師考試規則,,考試＞考選部＞專門職業及技術人員考試目
04612069,R0040054,專門職業及技術人員高等暨普通考試消防設備人員考試規則,專門職業及技術人員特種考試消防設備人員考試規則,考試＞考選部＞專門職業及技術人員考試目
04612070,R0040055,專門職業及技術人員高等暨普通考試消防設備人員考試錄取人員訓練辦法,"專門職業及技術人員特種考試消防設備人員考試筆試合格人員訓練辦法;專門職業及技術人員特種考試消防設備人員考試錄取人員訓練辦法;專門職業及技術人員特種考試消防設備人員考試筆試及格人員訓練辦法,專門職業及技術人員特種考試消防設備人員考試錄取人員訓練辦法",考試＞考選部＞專門職業及技術人員考試目
04612072,R0040056,專門職業及技術人員特種考試職能治療人員考試規則,,廢止法規＞考選部
04612071,R0040057,專門職業及技術人員特種考試社會工作師考試規則,,廢止法規＞考選部
